Combination,SVM Accuracy,SVM AUC,KNN Accuracy,KNN AUC,Random Forest Accuracy,Random Forest AUC,Logistic Regression Accuracy,Logistic Regression AUC,XGB Accuracy,XGB AUC
Mood_AEI_All_FC,0.472222222222222,0.244444444444444,0.666666666666667,0.636111111111111,0.777777777777778,0.488888888888889,0.527777777777778,0.272222222222222,0.805555555555556,0.594444444444444
Mood_AEI_All_FCPCA,0.805555555555556,0.677777777777778,0.75,0.683333333333333,0.861111111111111,0.811111111111111,0.833333333333333,0.633333333333333,0.833333333333333,0.683333333333333
OCD_AEI_Delta_FC,0.571428571428571,0.416666666666667,0.571428571428571,0.427083333333333,0.5,0.375,0.5,0.4375,0.571428571428571,0.479166666666667
OCD_AEI_Delta_FCPCA,0.785714285714286,0.854166666666667,0.642857142857143,0.875,0.642857142857143,0.854166666666667,0.785714285714286,0.895833333333333,0.714285714285714,0.875
OCD_AEI_Theta_FC,0.285714285714286,0.375,0.571428571428571,0.541666666666667,0.5,0.28125,0.428571428571429,0.458333333333333,0.571428571428571,0.302083333333333
OCD_AEI_Theta_FCPCA,0.857142857142857,0.958333333333333,0.571428571428571,0.760416666666667,0.5,0.71875,0.785714285714286,0.895833333333333,0.714285714285714,0.8125
OCD_AEI_Alpha_FC,0.642857142857143,0.625,0.571428571428571,0.708333333333333,0.714285714285714,0.84375,0.642857142857143,0.5625,0.714285714285714,0.75
OCD_AEI_Alpha_FCPCA,0.785714285714286,0.854166666666667,0.571428571428571,0.677083333333333,0.642857142857143,0.8125,0.642857142857143,0.8125,0.714285714285714,0.78125
OCD_AEI_Beta_FC,0.5,0.583333333333333,0.571428571428571,0.614583333333334,0.642857142857143,0.489583333333333,0.571428571428571,0.604166666666667,0.571428571428571,0.364583333333333
OCD_AEI_Beta_FCPCA,0.571428571428571,0.708333333333333,0.571428571428571,0.677083333333333,0.5,0.760416666666667,0.571428571428571,0.75,0.571428571428571,0.875
OCD_AEI_HighBeta_FC,0.5,0.333333333333333,0.571428571428571,0.375,0.571428571428571,0.447916666666667,0.357142857142857,0.541666666666667,0.571428571428571,0.395833333333333
OCD_AEI_HighBeta_FCPCA,0.571428571428571,0.625,0.5,0.385416666666667,0.428571428571429,0.572916666666667,0.5,0.666666666666667,0.642857142857143,0.729166666666667
OCD_AEI_Gamma_FC,0.285714285714286,0.5625,0.5,0.333333333333333,0.5,0.6875,0.5,0.208333333333333,0.571428571428571,0.604166666666667
OCD_AEI_Gamma_FCPCA,0.357142857142857,0.5625,0.571428571428571,0.572916666666667,0.5,0.677083333333333,0.428571428571429,0.604166666666667,0.571428571428571,0.645833333333333
OCD_AEI_All_FC,0.571428571428571,0.416666666666667,0.571428571428571,0.395833333333333,0.5,0.458333333333333,0.428571428571429,0.333333333333333,0.571428571428571,0.458333333333333
OCD_AEI_All_FCPCA,0.785714285714286,0.958333333333333,0.571428571428571,0.75,0.571428571428571,0.875,0.714285714285714,0.78125,0.642857142857143,0.916666666666667
Schizo_AEI_Delta_FC,0.523809523809524,0.609090909090909,0.380952380952381,0.372727272727273,0.476190476190476,0.45,0.619047619047619,0.481818181818182,0.571428571428571,0.681818181818182
Schizo_AEI_Delta_FCPCA,0.761904761904762,0.909090909090909,0.666666666666667,0.8,0.761904761904762,0.881818181818182,0.80952380952381,0.918181818181818,0.666666666666667,0.681818181818182
Schizo_AEI_Theta_FC,0.571428571428571,0.436363636363636,0.523809523809524,0.613636363636364,0.571428571428571,0.590909090909091,0.523809523809524,0.363636363636364,0.428571428571429,0.481818181818182
Schizo_AEI_Theta_FCPCA,0.857142857142857,0.918181818181818,0.619047619047619,0.759090909090909,0.857142857142857,0.845454545454546,0.857142857142857,0.936363636363636,0.714285714285714,0.845454545454546
Schizo_AEI_Alpha_FC,0.523809523809524,0.372727272727273,0.571428571428571,0.604545454545455,0.523809523809524,0.609090909090909,0.619047619047619,0.527272727272727,0.666666666666667,0.763636363636364
Schizo_AEI_Alpha_FCPCA,0.761904761904762,0.854545454545455,0.80952380952381,0.809090909090909,0.714285714285714,0.772727272727273,0.80952380952381,0.881818181818182,0.666666666666667,0.759090909090909
Schizo_AEI_Beta_FC,0.523809523809524,0.490909090909091,0.285714285714286,0.395454545454546,0.714285714285714,0.65,0.285714285714286,0.318181818181818,0.619047619047619,0.695454545454545
Schizo_AEI_Beta_FCPCA,0.80952380952381,0.909090909090909,0.714285714285714,0.931818181818182,0.761904761904762,0.813636363636364,0.857142857142857,0.936363636363636,0.761904761904762,0.854545454545455
